valid_time,sp,tp,latitude,longitude
2023-01-01 00:00:00,93882.266,0.0,41.50000000000116,-5.399999999987813
2023-01-01 01:00:00,93858.09,6.277114e-07,41.50000000000116,-5.399999999987813
2023-01-01 02:00:00,93831.33,1.2535602e-06,41.50000000000116,-5.399999999987813
2023-01-01 03:00:00,93796.49,0.0,41.50000000000116,-5.399999999987813
2023-01-01 04:00:00,93742.54,4.209578e-07,41.50000000000116,-5.399999999987813
2023-01-01 05:00:00,93677.95,4.172325e-07,41.50000000000116,-5.399999999987813
2023-01-01 06:00:00,93647.39,0.0,41.50000000000116,-5.399999999987813
2023-01-01 07:00:00,93640.91,2.0064414e-05,41.50000000000116,-5.399999999987813
2023-01-01 08:00:00,93657.41,4.172325e-07,41.50000000000116,-5.399999999987813
2023-01-01 09:00:00,93650.0,0.0,41.50000000000116,-5.399999999987813
2023-01-01 10:00:00,93643.53,0.0,41.50000000000116,-5.399999999987813
2023-01-01 11:00:00,93594.55,0.0,41.50000000000116,-5.399999999987813
2023-01-01 12:00:00,93505.266,0.0,41.50000000000116,-5.399999999987813
2023-01-01 13:00:00,93445.664,0.0,41.50000000000116,-5.399999999987813
2023-01-01 14:00:00,93394.914,0.0,41.50000000000116,-5.399999999987813
2023-01-01 15:00:00,93384.07,0.0,41.50000000000116,-5.399999999987813
2023-01-01 16:00:00,93369.72,7.5250864e-06,41.50000000000116,-5.399999999987813
2023-01-01 17:00:00,93369.555,3.695488e-06,41.50000000000116,-5.399999999987813
2023-01-01 18:00:00,93384.69,2.6404858e-05,41.50000000000116,-5.399999999987813
2023-01-01 19:00:00,93376.8,0.0010447383,41.50000000000116,-5.399999999987813
2023-01-01 20:00:00,93391.12,0.0011089444,41.50000000000116,-5.399999999987813
2023-01-01 21:00:00,93399.2,0.0024377105,41.50000000000116,-5.399999999987813
2023-01-01 22:00:00,93436.766,0.0012016296,41.50000000000116,-5.399999999987813
2023-01-01 23:00:00,93486.836,0.0011292398,41.50000000000116,-5.399999999987813
2023-01-02 00:00:00,93567.22,0.00089746714,41.50000000000116,-5.399999999987813
2023-01-02 01:00:00,93637.5,0.00029879808,41.50000000000116,-5.399999999987813
2023-01-02 02:00:00,93670.71,3.272295e-05,41.50000000000116,-5.399999999987813
2023-01-02 03:00:00,93739.07,1.6577542e-06,41.50000000000116,-5.399999999987813
2023-01-02 04:00:00,93821.18,4.2840838e-07,41.50000000000116,-5.399999999987813
2023-01-02 05:00:00,93883.67,0.0,41.50000000000116,-5.399999999987813
2023-01-02 06:00:00,93963.164,0.0,41.50000000000116,-5.399999999987813
2023-01-02 07:00:00,94050.78,0.0,41.50000000000116,-5.399999999987813
2023-01-02 08:00:00,94130.47,0.0,41.50000000000116,-5.399999999987813
2023-01-02 09:00:00,94176.125,0.0,41.50000000000116,-5.399999999987813
2023-01-02 10:00:00,94225.97,0.0,41.50000000000116,-5.399999999987813
2023-01-02 11:00:00,94249.516,0.0,41.50000000000116,-5.399999999987813
2023-01-02 12:00:00,94224.09,0.0,41.50000000000116,-5.399999999987813
2023-01-02 13:00:00,94186.37,0.0,41.50000000000116,-5.399999999987813
2023-01-02 14:00:00,94171.17,0.0,41.50000000000116,-5.399999999987813
2023-01-02 15:00:00,94193.336,0.0,41.50000000000116,-5.399999999987813
2023-01-02 16:00:00,94215.38,0.0,41.50000000000116,-5.399999999987813
2023-01-02 17:00:00,94275.25,4.3510227e-07,41.50000000000116,-5.399999999987813
2023-01-02 18:00:00,94321.1,0.0,41.50000000000116,-5.399999999987813
2023-01-02 19:00:00,94362.01,0.0,41.50000000000116,-5.399999999987813
2023-01-02 20:00:00,94375.39,0.0,41.50000000000116,-5.399999999987813
2023-01-02 21:00:00,94415.5,0.0,41.50000000000116,-5.399999999987813
2023-01-02 22:00:00,94435.14,0.0,41.50000000000116,-5.399999999987813
2023-01-02 23:00:00,94447.82,0.0,41.50000000000116,-5.399999999987813
2023-01-03 00:00:00,94462.7,0.0,41.50000000000116,-5.399999999987813
2023-01-03 01:00:00,94463.48,0.0,41.50000000000116,-5.399999999987813
2023-01-03 02:00:00,94470.414,0.0,41.50000000000116,-5.399999999987813
2023-01-03 03:00:00,94513.61,0.0,41.50000000000116,-5.399999999987813
2023-01-03 04:00:00,94548.44,0.0,41.50000000000116,-5.399999999987813
2023-01-03 05:00:00,94551.65,0.0,41.50000000000116,-5.399999999987813
2023-01-03 06:00:00,94573.71,0.0,41.50000000000116,-5.399999999987813
2023-01-03 07:00:00,94672.7,0.0,41.50000000000116,-5.399999999987813
2023-01-03 08:00:00,94695.94,0.0,41.50000000000116,-5.399999999987813
2023-01-03 09:00:00,94751.375,0.0,41.50000000000116,-5.399999999987813
2023-01-03 10:00:00,94807.234,4.351138e-07,41.50000000000116,-5.399999999987813
2023-01-03 11:00:00,94835.4,0.0,41.50000000000116,-5.399999999987813
2023-01-03 12:00:00,94815.234,0.0,41.50000000000116,-5.399999999987813
