valid_time,sp,tp,latitude,longitude
2022-01-01 00:00:00,98351.17,0.0,39.50000000000113,-6.499999999988177
2022-01-01 01:00:00,98304.39,0.0,39.50000000000113,-6.499999999988177
2022-01-01 02:00:00,98289.53,0.0,39.50000000000113,-6.499999999988177
2022-01-01 03:00:00,98274.86,0.0,39.50000000000113,-6.499999999988177
2022-01-01 04:00:00,98259.8,0.0,39.50000000000113,-6.499999999988177
2022-01-01 05:00:00,98225.69,0.0,39.50000000000113,-6.499999999988177
2022-01-01 06:00:00,98237.09,0.0,39.50000000000113,-6.499999999988177
2022-01-01 07:00:00,98308.766,0.0,39.50000000000113,-6.499999999988177
2022-01-01 08:00:00,98306.16,0.0,39.50000000000113,-6.499999999988177
2022-01-01 09:00:00,98373.03,0.0,39.50000000000113,-6.499999999988177
2022-01-01 10:00:00,98398.266,0.0,39.50000000000113,-6.499999999988177
2022-01-01 11:00:00,98429.64,0.0,39.50000000000113,-6.499999999988177
2022-01-01 12:00:00,98391.09,0.0,39.50000000000113,-6.499999999988177
2022-01-01 13:00:00,98326.17,0.0,39.50000000000113,-6.499999999988177
2022-01-01 14:00:00,98278.14,0.0,39.50000000000113,-6.499999999988177
2022-01-01 15:00:00,98225.11,0.0,39.50000000000113,-6.499999999988177
2022-01-01 16:00:00,98258.5,0.0,39.50000000000113,-6.499999999988177
2022-01-01 17:00:00,98275.83,8.523463e-07,39.50000000000113,-6.499999999988177
2022-01-01 18:00:00,98321.99,8.702278e-07,39.50000000000113,-6.499999999988177
2022-01-01 19:00:00,98362.29,0.0,39.50000000000113,-6.499999999988177
2022-01-01 20:00:00,98388.195,0.0,39.50000000000113,-6.499999999988177
2022-01-01 21:00:00,98402.64,0.0,39.50000000000113,-6.499999999988177
2022-01-01 22:00:00,98427.69,0.0,39.50000000000113,-6.499999999988177
2022-01-01 23:00:00,98447.43,0.0,39.50000000000113,-6.499999999988177
2022-01-02 00:00:00,98453.74,0.0,39.50000000000113,-6.499999999988177
2022-01-02 01:00:00,98453.71,0.0,39.50000000000113,-6.499999999988177
2022-01-02 02:00:00,98418.8,0.0,39.50000000000113,-6.499999999988177
2022-01-02 03:00:00,98434.29,0.0,39.50000000000113,-6.499999999988177
2022-01-02 04:00:00,98430.46,0.0,39.50000000000113,-6.499999999988177
