valid_time,ssrd,strd,latitude,longitude
2023-01-01 00:00:00,0.0,1.184104e+06,42.600000000001174,-5.999999999987949
2023-01-01 01:00:00,0.0,1.2024945e+06,42.600000000001174,-5.999999999987949
2023-01-01 02:00:00,0.0,1.218944e+06,42.600000000001174,-5.999999999987949
2023-01-01 03:00:00,0.0,1.2586628e+06,42.600000000001174,-5.999999999987949
2023-01-01 04:00:00,0.0,1.2273152e+06,42.600000000001174,-5.999999999987949
2023-01-01 05:00:00,0.0,1.2468835e+06,42.600000000001174,-5.999999999987949
2023-01-01 06:00:00,0.0,1.243983e+06,42.600000000001174,-5.999999999987949
2023-01-01 07:00:00,0.0,1.2487e+06,42.600000000001174,-5.999999999987949
2023-01-01 08:00:00,0.0,1.234343e+06,42.600000000001174,-5.999999999987949
2023-01-01 09:00:00,33692.0,1.232232e+06,42.600000000001174,-5.999999999987949
2023-01-01 10:00:00,165410.0,1.220936e+06,42.600000000001174,-5.999999999987949
2023-01-01 11:00:00,330972.0,1.216072e+06,42.600000000001174,-5.999999999987949
2023-01-01 12:00:00,458274.0,1.177851e+06,42.600000000001174,-5.999999999987949
2023-01-01 13:00:00,662396.0,1.171994e+06,42.600000000001174,-5.999999999987949
2023-01-01 14:00:00,545030.0,1.183489e+06,42.600000000001174,-5.999999999987949
2023-01-01 15:00:00,316010.0,1.212632e+06,42.600000000001174,-5.999999999987949
2023-01-01 16:00:00,165744.0,1.200528e+06,42.600000000001174,-5.999999999987949
2023-01-01 17:00:00,24128.0,1.22935e+06,42.600000000001174,-5.999999999987949
2023-01-01 18:00:00,0.0,1.236664e+06,42.600000000001174,-5.999999999987949
2023-01-01 19:00:00,0.0,1.223744e+06,42.600000000001174,-5.999999999987949
2023-01-01 20:00:00,0.0,1.225366e+06,42.600000000001174,-5.999999999987949
2023-01-01 21:00:00,0.0,1.226038e+06,42.600000000001174,-5.999999999987949
2023-01-01 22:00:00,0.0,1.21068e+06,42.600000000001174,-5.999999999987949
2023-01-01 23:00:00,0.0,1.204358e+06,42.600000000001174,-5.999999999987949
2023-01-02 00:00:00,0.0,1.198926e+06,42.600000000001174,-5.999999999987949
2023-01-02 01:00:00,0.0,1.1761635e+06,42.600000000001174,-5.999999999987949
2023-01-02 02:00:00,0.0,1.135566e+06,42.600000000001174,-5.999999999987949
2023-01-02 03:00:00,0.0,1.0980582e+06,42.600000000001174,-5.999999999987949
2023-01-02 04:00:00,0.0,1.04728875e+06,42.600000000001174,-5.999999999987949
2023-01-02 05:00:00,0.0,915493.0,42.600000000001174,-5.999999999987949
2023-01-02 06:00:00,0.0,869248.5,42.600000000001174,-5.999999999987949
2023-01-02 07:00:00,0.0,862496.0,42.600000000001174,-5.999999999987949
2023-01-02 08:00:00,112.0,814974.0,42.600000000001174,-5.999999999987949
2023-01-02 09:00:00,205316.0,819441.0,42.600000000001174,-5.999999999987949
2023-01-02 10:00:00,701000.0,830341.0,42.600000000001174,-5.999999999987949
2023-01-02 11:00:00,1.141936e+06,832167.0,42.600000000001174,-5.999999999987949
