timestamp,latitude,longitude,d2m,t2m,sp,tp,ssrd,strd
2023-01-01 00:00:00,38.80000000000112,-6.799999999988131,277.33777,284.78906,99290.266,0.0,0.0,1066158.0
2023-01-01 01:00:00,38.80000000000112,-6.799999999988131,276.92133,284.63586,99253.09,0.0,0.0,1093500.6
2023-01-01 02:00:00,38.80000000000112,-6.799999999988131,276.53198,284.47488,99206.33,0.0,0.0,1101400.4
2023-01-01 03:00:00,38.80000000000112,-6.799999999988131,276.1738,284.61896,99175.49,0.0,0.0,1147029.2
2023-01-01 04:00:00,38.80000000000112,-6.799999999988131,275.74704,284.79456,99125.54,0.0,0.0,1155082.8
2023-01-01 05:00:00,38.80000000000112,-6.799999999988131,275.3509,285.19647,99081.95,5.863607e-06,0.0,1192795.0
2023-01-01 06:00:00,38.80000000000112,-6.799999999988131,274.95184,285.35687,99057.39,8.5681677e-07,0.0,1166226.0
2023-01-01 07:00:00,38.80000000000112,-6.799999999988131,274.79175,286.08173,99096.91,0.0,0.0,1200787.0
2023-01-01 08:00:00,38.80000000000112,-6.799999999988131,275.11853,286.14398,99098.41,0.0,3024.0,1138710.0
2023-01-01 09:00:00,38.80000000000112,-6.799999999988131,276.38275,286.63934,99110.0,0.0,236622.0,1099211.0
2023-01-01 10:00:00,38.80000000000112,-6.799999999988131,278.05176,288.3601,99109.53,0.0,778544.0,1086947.0
2023-01-01 11:00:00,38.80000000000112,-6.799999999988131,278.97305,290.0604,99075.55,0.0,1215752.0,1083551.0
2023-01-01 12:00:00,38.80000000000112,-6.799999999988131,279.38013,291.29236,98987.266,0.0,1489412.0,1086073.0
2023-01-01 13:00:00,38.80000000000112,-6.799999999988131,279.60077,292.09537,98923.664,0.0,1632742.0,1096858.0
2023-01-01 14:00:00,38.80000000000112,-6.799999999988131,279.8141,292.29285,98833.914,0.0,1533696.0,1122816.0
2023-01-01 15:00:00,38.80000000000112,-6.799999999988131,280.3009,292.09116,98798.07,0.0,1286416.0,1109019.0
2023-01-01 16:00:00,38.80000000000112,-6.799999999988131,280.71558,291.3076,98820.72,1.4901161e-08,773368.0,1126168.0
2023-01-01 17:00:00,38.80000000000112,-6.799999999988131,281.21722,289.96973,98871.555,2.3633242e-05,253792.0,1157586.0
2023-01-01 18:00:00,38.80000000000112,-6.799999999988131,282.11676,288.6398,98908.69,6.556511e-05,3656.0,1157100.0
2023-01-01 19:00:00,38.80000000000112,-6.799999999988131,284.2791,288.1144,98916.8,0.00039594172,0.0,1336484.0
2023-01-01 20:00:00,38.80000000000112,-6.799999999988131,285.12503,287.5608,98955.12,0.0007769764,0.0,1289940.0
2023-01-01 21:00:00,38.80000000000112,-6.799999999988131,285.63678,286.73584,98989.2,0.0014767945,0.0,1289970.0
2023-01-01 22:00:00,38.80000000000112,-6.799999999988131,285.82587,286.6121,99032.766,0.0015263257,0.0,1314216.0
2023-01-01 23:00:00,38.80000000000112,-6.799999999988131,285.59033,286.3513,99063.836,0.0009391308,0.0,1313730.0
