datetime_utc,hour_sin,hour_cos,month_sin,month_cos,doy_sin,doy_cos,solar_zenith,solar_azimuth,clearsky_ghi,ssrd_wm2_forecast,temperature_2m_C_forecast,dewpoint_2m_C_forecast,surface_pressure_hPa_forecast,total_precip_mm_forecast,kt_forecast,dewpoint_depression_C_forecast,dewpoint_2m_C,temperature_2m_C,surface_pressure_hPa,total_precip_mm,ssrd_wm2,strd_wm2,kt,dewpoint_depression_C,pv_generation_mwh
2023-01-01 00:00:00,0.0,1.0,0.0,1.0,0.017201575418260506,0.9998520419557735,2.0290792523028824,1.7344533114949399,-0.740501221359454,-0.7238750675669657,-1.0368735176226405,-1.3021050366665803,1.0668481602393958,-0.19880879569095336,-0.8812844210421525,-0.2084632177491983,-1.255573900533987,-1.0032415526071148,1.0935579671826046,-0.23417133360714087,-0.7251238788490468,-0.9821884852378966,-0.8791041061832943,-0.19770497976795742,-0.7571835756026126
2023-01-01 01:00:00,0.2588190451025207,0.9659258262890684,0.0,1.0,0.017201575418260506,0.9998520419557735,1.9404707925110158,-1.4591833687452944,-0.740501221359454,-0.7238750675669657,-1.070328600123943,-1.4049033397158355,1.0023053756195681,-0.19880879569095336,-0.8812844210421525,-0.15827110576665165,-1.3106830674106955,-1.0173161752540603,1.054633627604316,-0.23417133360714087,-0.7251238788490468,-0.9784819828921888,-0.8791041061832943,-0.16838895495269565,-0.7571835756026126
2023-01-01 02:00:00,0.4999999999999999,0.8660254037844387,0.0,1.0,0.017201575418260506,0.9998520419557735,1.7000390322246561,-1.2040323224875271,-0.740501221359454,-0.7238750675669657,-1.1065435692237966,-1.394351400803049,1.0186513711319896,-0.19880879569095336,-0.8812844210421525,-0.2180181049451836,-1.372423610774571,-1.0308449962212989,1.0339970773004343,-0.23417133360714087,-0.7251238788490468,-0.9766520531997747,-0.8791041061832943,-0.1327053016777604,-0.7571835756026126
2023-01-01 03:00:00,0.7071067811865475,0.7071067811865476,0.0,1.0,0.017201575418260506,0.9998520419557735,1.4031597410215064,-1.047973271865703,-0.740501221359454,-0.7238750675669657,-1.1437520974991293,-1.389295746554725,0.9513237132026693,-0.19880879569095336,-0.8812844210421525,-0.2739865805507577,-1.428770963861774,-1.0446887999050476,1.0007814924783112,-0.23417133360714087,-0.7251238788490468,-0.995977684529718,-0.8791041061832943,-0.10203685761033544,-0.7571835756026126
2023-01-01 04:00:00,0.8660254037844386,0.5000000000000001,0.0,1.0,0.017201575418260506,0.9998520419557735,1.0886095153683386,-0.9349337412288586,-0.740501221359454,-0.7238750675669657,-1.1720133362682996,-1.387579607039239,0.9055612984756606,-0.19880879569095336,-0.8812844210421525,-0.3145079885228226,-1.4659156243925635,-1.0630946300511763,0.9656728506800163,-0.23417133360714087,-0.7251238788490468,-0.9394801447643981,-0.8791041061832943,-0.093588467031474,-0.7571858306178983
2023-01-01 05:00:00,0.9659258262890684,0.2588190451025207,0.0,1.0,0.017201575418260506,0.9998520419557735,0.7719107232304679,-0.8397225338367794,-0.740501221359454,-0.7238750675669657,-1.2094741970326428,-1.377862546809662,0.8366914452581753,-0.19880879569095336,-0.8812844210421525,-0.3751887607682351,-1.477631439470879,-1.1235555048313532,0.9211985971131013,-0.23417133360714087,-0.7251238788490468,-1.0263887599701205,-0.8791041061832943,-0.16023650764153868,-0.7571835756026126
2023-01-01 06:00:00,1.0,6.123233995736766e-17,0.0,1.0,0.017201575418260506,0.9998520419557735,0.4619639076224858,-0.7501731023572761,-0.740501221359454,-0.7238750675669657,-1.265838966765352,-1.194026898981843,0.8729585253600276,-0.19880879569095336,-0.8812844210421525,-0.6249404826796587,-1.4835477612369843,-1.178125072171724,0.9160623770313768,-0.23417133360714087,-0.7251238788490468,-1.0282131482192147,-0.8791041061832943,-0.22437682555057695,-0.7571858306178983
2023-01-01 07:00:00,0.9659258262890684,-0.2588190451025206,0.0,1.0,0.017201575418260506,0.9998520419557735,0.16637938191266954,-0.6589764505939188,-0.740501221359454,-0.7238750675669657,-1.2514244733306301,-1.2201555096230283,0.9087858886235249,-0.19880879569095336,-0.8812844210421525,-0.5806260740328241,-1.433636052006181,-1.1429579061901383,0.9775156220374496,-0.23417133360714087,-0.7251238788490468,-0.7471854868943594,-0.8791041061832943,-0.22249556277140065,-0.7571858306178983
2023-01-01 08:00:00,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.017201575418260506,0.9998520419557735,-0.11137202991922268,-0.5606671442932787,-0.6576754552068507,-0.6916417675302627,-1.2336613174896651,-1.2347040437137713,0.9119722425245873,-0.19880879569095336,-0.10840360708652985,-0.5425440577160979,-1.4029399114525474,-1.1357036626931818,1.0009740221517025,-0.23417133360714087,-0.6958195435222883,-0.9077136908482024,-0.2287206136347431,-0.2395671651912936,-0.49112559710328885
2023-01-01 09:00:00,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.017201575418260506,0.9998520419557735,-0.3472126475537492,-0.4506888691840413,-0.1851245554871072,-0.34027512499214474,-1.0512880110573626,-1.030877689637992,0.9470667443908206,-0.19880879569095336,0.49043131927870265,-0.4822831214232365,-1.1140728391534078,-0.9402333825074107,1.0053631735781128,-0.23417133360714087,-0.3631847885091382,-0.8515229827763117,0.3188797291573089,-0.2389030777107979,0.029938529979477914
2023-01-01 10:00:00,0.4999999999999999,-0.8660254037844387,0.0,1.0,0.017201575418260506,0.9998520419557735,-0.5380239353914473,-0.3257835261825549,0.26080390966141803,0.1336065896664118,-0.744635696860559,-0.7771827949568026,0.9286751096739486,-0.19880879569095336,0.8194308627486842,-0.29759149505538524,-0.7110679864374174,-0.595936086029539,1.005361507310295,-0.23417133360714087,0.11875160757381412,-0.7719339681336552,0.6701227827107016,-0.14718488611279418,0.21081556107164437
2023-01-01 11:00:00,0.258819045102521,-0.9659258262890682,0.0,1.0,0.017201575418260506,0.9998520419557735,-0.6661195775700315,-0.18562998461148744,0.5601365867872051,0.49676227049430216,-0.48931727339681874,-0.8303367377878058,0.8653813757832766,-0.19880879569095336,0.9825335449251977,0.10374272137961969,-0.8134281321770513,-0.2796337574176657,0.9392057767869686,-0.23417133360714087,0.5420254021592129,-0.7361321220138065,0.9118089542678448,0.34154683245346973,0.0352423259317634
2023-01-01 12:00:00,1.2246467991473532e-16,-1.0,0.0,1.0,0.017201575418260506,0.9998520419557735,-0.7171756643746456,-0.034878226051578386,0.6777872886743775,0.6722417918993092,-0.34362154562755537,-0.8065813471072253,0.7288588565385216,-0.19880879569095336,1.073641948256452,0.2821150928064906,-0.6619953671256457,-0.0883379886651648,0.800936721556873,-0.23417133360714087,0.7744622293055232,-0.5914702340031652,1.064509454257883,0.45453990284028056,-0.00518333309741291
2023-01-01 13:00:00,-0.2588190451025208,-0.9659258262890684,0.0,1.0,0.017201575418260506,0.9998520419557735,-0.6844945133245397,0.11706212166919332,0.602624142691417,0.4990699120318745,-0.30378981085188556,-0.7209830910037208,0.5803492739180266,-0.19880879569095336,0.9269868628927732,0.2568091188389415,-0.5069965687272902,0.025969193497799987,0.6639891833399104,-0.23417133360714087,0.7975483066800738,-0.5789837650598528,1.2048730808506645,0.4668459386454474,-0.21271238985287141
2023-01-01 14:00:00,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.017201575418260506,0.9998520419557735,-0.5724369105718495,0.2601801821385191,0.3416555256492167,0.30867380826952934,-0.2722061943107444,-0.7743766749382375,0.5293166298386527,-0.19880879569095336,1.013647729249393,0.3502950037905697,-0.34425106782492415,0.06654531166597029,0.5797340982361388,-0.23417133360714087,0.5231482318137052,-0.3949615860034564,1.2413173610321866,0.3790180296499913,-0.27934358151874433
2023-01-01 15:00:00,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.017201575418260506,0.9998520419557735,-0.39411538624930204,0.38861092162359623,-0.0767435342368959,-0.01258218820054956,-0.28386605807376847,-0.7396596363614438,0.4619571083702919,-0.19880879569095336,1.2469139914516558,0.30173156576188437,-0.14541419111077963,0.029008663596439672,0.5263003427641428,-0.23417133360714087,0.15230062535017974,-0.3506672894794934,1.5508792089259273,0.16124065124973186,-0.4337783033692014
2023-01-01 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.017201575418260506,0.9998520419557735,-0.16643085452876938,0.5017224331869108,-0.5677541434317971,-0.37241749893565546,-0.35495547992560805,-0.5656415434195138,0.43254068915570465,-0.19880879569095336,1.6578364191111392,0.0408976224132988,-0.08623262136547984,-0.11251757982439056,0.5131045114387435,-0.23417133360714087,-0.25923519109187876,-0.40092664912381,2.0768234337780154,-0.06888996064649662,-0.7327459749500111
