timestamp,latitude,longitude,d2m,t2m,sp,tp,ssrd,strd
2023-01-01 00:00:00,39.10000000000112,-6.599999999988086,277.85535,284.30078,98895.266,0.0,0.0,1080182.0
2023-01-01 01:00:00,39.10000000000112,-6.599999999988086,277.35883,284.10266,98861.09,0.0,0.0,1102311.4
2023-01-01 02:00:00,39.10000000000112,-6.599999999988086,276.94214,284.04715,98815.33,0.0,0.0,1129569.9
2023-01-01 03:00:00,39.10000000000112,-6.599999999988086,276.69528,284.2127,98779.49,0.0,0.0,1182069.5
2023-01-01 04:00:00,39.10000000000112,-6.599999999988086,276.43063,284.3219,98732.54,0.0,0.0,1194373.2
2023-01-01 05:00:00,39.10000000000112,-6.599999999988086,276.12823,284.4074,98690.95,1.1354685e-05,0.0,1198355.0
2023-01-01 06:00:00,39.10000000000112,-6.599999999988086,275.8249,284.34125,98669.39,1.7806888e-06,0.0,1159799.0
2023-01-01 07:00:00,39.10000000000112,-6.599999999988086,275.7312,285.07587,98699.91,2.540648e-06,0.0,1199682.0
2023-01-01 08:00:00,39.10000000000112,-6.599999999988086,275.49353,285.0854,98704.41,5.066395e-07,2430.0,1161567.0
2023-01-01 09:00:00,39.10000000000112,-6.599999999988086,276.07025,285.62177,98716.0,0.0,216928.0,1103649.0
2023-01-01 10:00:00,39.10000000000112,-6.599999999988086,277.30762,287.54565,98715.53,0.0,692864.0,1110728.0
2023-01-01 11:00:00,39.10000000000112,-6.599999999988086,277.9008,289.3846,98677.55,0.0,1115546.0,1094626.0
2023-01-01 12:00:00,39.10000000000112,-6.599999999988086,278.45825,290.8119,98584.266,0.0,1416268.0,1097885.0
2023-01-01 13:00:00,39.10000000000112,-6.599999999988086,278.89178,291.8395,98514.664,0.0,1578918.0,1106890.0
2023-01-01 14:00:00,39.10000000000112,-6.599999999988086,279.10315,292.19128,98422.914,0.0,1500524.0,1126512.0
2023-01-01 15:00:00,39.10000000000112,-6.599999999988086,279.5255,291.97397,98384.07,0.0,1190530.0,1128369.0
2023-01-01 16:00:00,39.10000000000112,-6.599999999988086,279.9773,291.24118,98403.72,0.0,787060.0,1115922.0
2023-01-01 17:00:00,39.10000000000112,-6.599999999988086,280.42816,289.78223,98449.555,0.0,243664.0,1162498.0
2023-01-01 18:00:00,39.10000000000112,-6.599999999988086,281.1031,288.47574,98490.69,1.6212463e-05,2604.0,1165842.0
2023-01-01 19:00:00,39.10000000000112,-6.599999999988086,282.99005,287.6691,98486.8,0.00033997296,0.0,1311148.0
2023-01-01 20:00:00,39.10000000000112,-6.599999999988086,284.02737,287.14282,98524.12,0.00043085217,0.0,1302320.0
2023-01-01 21:00:00,39.10000000000112,-6.599999999988086,285.22662,286.45068,98552.2,0.00076240307,0.0,1291908.0
2023-01-01 22:00:00,39.10000000000112,-6.599999999988086,285.45477,286.15115,98602.766,0.0013311207,0.0,1300532.0
2023-01-01 23:00:00,39.10000000000112,-6.599999999988086,285.42236,286.06418,98623.836,0.0014036593,0.0,1337264.0
2023-01-02 00:00:00,39.10000000000112,-6.599999999988086,284.8617,285.7892,98662.22,0.0007828772,0.0,1335618.0
2023-01-02 01:00:00,39.10000000000112,-6.599999999988086,284.4461,285.25916,98663.5,0.00021080486,0.0,1312188.5
2023-01-02 02:00:00,39.10000000000112,-6.599999999988086,283.6151,284.3708,98676.71,1.834333e-05,0.0,1181552.2
2023-01-02 03:00:00,39.10000000000112,-6.599999999988086,282.89075,283.53363,98726.07,1.3286248e-05,0.0,1122149.5
2023-01-02 04:00:00,39.10000000000112,-6.599999999988086,282.41187,283.0282,98793.18,5.1781535e-06,0.0,1142148.8
2023-01-02 05:00:00,39.10000000000112,-6.599999999988086,281.8718,282.42413,98822.67,1.2740493e-06,0.0,1113683.5
2023-01-02 06:00:00,39.10000000000112,-6.599999999988086,281.55655,282.18225,98878.164,1.2665987e-07,0.0,1158937.5
2023-01-02 07:00:00,39.10000000000112,-6.599999999988086,280.20514,280.85712,98945.78,0.0,0.0,995080.0
2023-01-02 08:00:00,39.10000000000112,-6.599999999988086,279.95316,280.5332,99002.47,0.0,3046.0,1018692.0
2023-01-02 09:00:00,39.10000000000112,-6.599999999988086,280.4672,281.02063,99045.125,0.0,211162.0,1014836.0
2023-01-02 10:00:00,39.10000000000112,-6.599999999988086,280.93994,282.58282,99091.97,0.0,627056.0,1049646.0
2023-01-02 11:00:00,39.10000000000112,-6.599999999988086,281.25116,284.10632,99109.516,0.0,1022048.0,1065500.0
2023-01-02 12:00:00,39.10000000000112,-6.599999999988086,281.16946,285.09686,99083.09,0.0,1168568.0,1159992.0
2023-01-02 13:00:00,39.10000000000112,-6.599999999988086,280.71207,285.66443,99032.37,0.0,1123112.0,1145424.0
