datetime_utc,dewpoint_2m_C,temperature_2m_C,surface_pressure_hPa,total_precip_mm,ssrd_wm2,strd_wm2,solar_zenith,solar_azimuth,clearsky_ghi,clearsky_dni,clearsky_dhi,hour_sin,hour_cos,month_sin,month_cos,pv_generation_gwh
2023-01-01 00:00:00,5.482215225300892,12.55967697453122,1016.6947128967255,0.0,0.0,295.18999727897506,165.19881686585407,334.3325243189358,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.017
2023-01-01 01:00:00,5.276743634200986,12.400865947383176,1016.2909965575147,0.0,0.0,295.27902354464044,164.75639709184838,29.50087191458534,0.0,0.0,0.0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.038
2023-01-01 02:00:00,5.121426459557807,12.400119951021576,1015.7389185278477,0.0,0.0,300.972637213515,155.92254772688995,62.17581264736717,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.054
2023-01-01 03:00:00,5.06383275398828,12.404533379513056,1015.5049195913799,0.0,0.0,303.3119191622352,144.57506439405557,78.28897003619008,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,0.0,1.0,0.042
2023-01-01 04:00:00,5.12066995102159,12.338062511894801,1015.1273115589141,0.0,0.0,305.3421286967067,132.62030634708958,88.79524445575058,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.043
2023-01-01 05:00:00,5.183094332493727,12.09940951861182,1014.9036057934509,0.0,0.0,300.5507396523307,120.60749127888924,97.28637350116554,0.0,0.0,0.0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.068
2023-01-01 06:00:00,5.201412360761275,11.874412013713982,1014.841886286034,0.0,0.0,297.2977437260938,108.80588239641996,105.17221849919876,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.0,1.0,0.414
2023-01-01 07:00:00,5.420631193674794,12.423299893646817,1015.5187207668628,0.0,0.0,302.648896468887,97.43962444879307,113.21482486131752,0.0,0.0,0.0,0.9659258262890683,-0.25881904510252063,0.0,1.0,1.461
2023-01-01 08:00:00,5.483088238175234,12.597992363560053,1015.6300333893086,0.0,4.266744565724414,305.77340361352117,86.55364985541114,121.97751120849198,21.92399303308256,252.98168298410025,6.6986789685003165,0.8660254037844387,-0.4999999999999998,0.0,1.0,19.582
2023-01-01 09:00:00,6.507962558074471,13.981322496501548,1015.7774391267843,0.0,88.51670888142552,315.418424293311,77.07380609793486,131.97209515441187,186.6564210797559,717.6523235649532,26.11516701971379,0.7071067811865476,-0.7071067811865475,0.0,1.0,64.696
