datetime_utc,dewpoint_2m_C,temperature_2m_C,surface_pressure_hPa,total_precip_mm,ssrd_wm2,strd_wm2,solar_zenith,solar_azimuth,clearsky_ghi,clearsky_dni,clearsky_dhi,hour_sin,hour_cos,month_sin,month_cos,pv_generation_gwh,ssrd_wm2_forecast,temperature_2m_C_forecast,dewpoint_2m_C_forecast,surface_pressure_hPa_forecast,total_precip_mm_forecast,kt_forecast,dewpoint_depression_C_forecast
2023-01-01 00:00:00,5.482215225300892,12.55967697453122,1016.6947128967256,0.0,0.0,295.18999727897506,165.19881686585407,334.3325243189358,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.017,0.0,11.538469073607615,1.7455919395465993,1018.6869857262805,0.0,0.0,9.792877134061015
2023-01-01 01:00:00,5.276743634200986,12.400865947383176,1016.2909965575147,0.0,0.0,295.27902354464044,164.75639709184838,29.50087191458534,0.0,0.0,0.0,0.2588190451025207,0.9659258262890684,0.0,1.0,0.038,0.0,11.304729918835713,1.5886929750909602,1018.2289392667224,0.0,0.0,9.716036943744752
2023-01-01 02:00:00,5.121426459557807,12.400119951021576,1015.7389185278475,0.0,0.0,300.972637213515,155.92254772688997,62.17581264736717,0.0,0.0,0.0,0.4999999999999999,0.8660254037844387,0.0,1.0,0.054,0.0,11.322558074447242,1.2650573747551075,1018.2485026588301,0.0,0.0,10.057500699692135
2023-01-01 03:00:00,5.06383275398828,12.404533379513056,1015.50491959138,0.0,0.0,303.3119191622352,144.57506439405557,78.28897003619008,0.0,0.0,0.0,0.7071067811865475,0.7071067811865476,0.0,1.0,0.042,0.0,11.545479988804928,0.9586062132661628,1018.0135460397423,0.0,0.0,10.586873775538765
2023-01-01 04:00:00,5.12066995102159,12.3380625118948,1015.127311558914,0.0,0.0,305.3421286967067,132.62030634708958,88.79524445575058,0.0,0.0,0.0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.043,0.0,11.685320458998039,0.9512594458438288,1017.8869857262804,0.0,0.0,10.73406101315421
2023-01-01 05:00:00,5.183094332493727,12.09940951861182,1014.9036057934508,0.0,0.0,300.5507396523307,120.60749127888924,97.28637350116554,0.0,0.0,0.0,0.9659258262890684,0.2588190451025207,0.0,1.0,0.068,0.0,11.755121746431573,1.3282395745871818,1017.3219423453681,0.0,0.0,10.426882171844392
2023-01-01 06:00:00,5.201412360761275,11.874412013713982,1014.841886286034,0.0,0.0,297.2977437260938,108.80588239641996,105.17221849919876,0.0,0.0,0.0,1.0,6.123233995736766e-17,0.0,1.0,0.414,0.0,10.874097397145258,1.8448502658830113,1017.0869857262805,0.0,0.0,9.029247131262247
2023-01-01 07:00:00,5.420631193674794,12.423299893646815,1015.5187207668628,0.0,0.0,302.648896468887,97.43962444879308,113.21482486131752,0.0,0.0,0.0,0.9659258262890684,-0.2588190451025206,0.0,1.0,1.461,0.0,11.009711726840187,2.266806605093759,1017.2869857262806,0.0,0.0,8.742905121746428
2023-01-01 08:00:00,5.483088238175234,12.597992363560053,1015.6300333893086,0.0,4.266744565724414,305.7734036135212,86.55364985541114,121.97751120849198,21.92399303308256,252.98168298410025,6.6986789685003165,0.8660254037844387,-0.4999999999999998,0.0,1.0,19.582,5.003218583823118,11.100657710607333,2.6499300307864533,1017.5804366078926,0.0,0.22820745182109078,8.45072767982088
2023-01-01 09:00:00,6.507962558074471,13.981322496501548,1015.7774391267844,0.0,88.51670888142552,315.418424293311,77.07380609793486,131.97209515441187,186.6564210797559,717.6523235649532,26.11516701971379,0.7071067811865476,-0.7071067811865475,0.0,1.0,64.696,97.33347327176043,12.268191995521974,4.271326616288833,1018.0009795689895,0.0,0.5214579423987299,7.9968653792331414
2023-01-01 10:00:00,7.38269064091801,16.370684746711458,1015.866741365799,0.0,223.43057009360325,320.277227703144,69.00270999439726,143.65997646959806,345.0287675563793,859.4452979409153,37.06759501738235,0.4999999999999999,-0.8660254037844387,0.0,1.0,97.201,251.35110551357405,15.245032185838232,6.104240134340892,1018.0527987685416,0.0,0.7284931841879014,9.140792051497339
2023-01-01 11:00:00,7.504585652113097,17.848646356003382,1015.6209436048138,0.0,318.7077176042541,320.8624151817644,63.06110819188465,157.29248032940626,458.969928668384,916.222227259158,43.884812949924864,0.258819045102521,-0.9659258262890682,0.0,1.0,152.336,374.4430450601736,17.61077525888609,5.4777637839350675,1017.8527987685417,0.0,0.8158335038344462,12.133011474951022
2023-01-01 12:00:00,7.676604216344839,19.035855240694115,1014.8238242877134,0.0,466.47167420779306,309.8860244270299,59.921060819473,172.5899448308278,517.2704628342125,937.8958886587023,47.20502584109733,1.2246467991473532e-16,-1.0,0.0,1.0,148.478,451.2143856703051,18.90794850265883,6.330198712566469,1016.8793590820038,0.0,0.8722987645535085,12.57774979009236
2023-01-01 13:00:00,8.231433284354901,19.530632968094068,1014.24179393227,0.0,493.5176187144323,309.5814517834375,60.03598464390126,188.5331335519392,515.164332145124,937.178831628983,47.0866619303053,-0.2588190451025208,-0.9659258262890684,0.0,1.0,158.796,479.7955499580185,19.87068289952421,6.82807164847467,1015.9054715924995,0.0,0.9313446603730672,13.04261125104954
2023-01-01 14:00:00,8.507981242653258,19.60017555975373,1013.5643261181084,0.0,470.6682364648443,310.5653467363249,63.38782649259268,203.74139354666656,452.81740285123874,913.6986572917292,43.52942726146519,-0.4999999999999997,-0.8660254037844388,0.0,1.0,164.268,441.20053176602306,20.109082003918278,6.728589420654911,1015.6666666666665,0.0,0.9743453519849985,13.380492583263367
2023-01-01 15:00:00,8.935450074167392,19.23637992583267,1013.49977920515,0.0,381.5246281525018,310.5591211089343,69.49857107635734,217.2425866294148,335.3559012093223,853.42650429726,36.46204679993679,-0.7071067811865471,-0.7071067811865479,0.0,1.0,72.048,361.01217464315704,19.859179960817244,7.77949902043101,1015.5597956898964,0.0,1.0765046129837466,12.079680940386233
2023-01-01 16:00:00,9.688925947383174,18.38515445144139,1013.5806158970054,0.0,239.8779102528221,310.9379076095408,77.6911498150331,228.8045732001124,174.64041706988263,701.2346553185154,25.149795762305978,-0.8660254037844384,-0.5000000000000004,0.0,1.0,45.574,227.782675622726,18.904128183599216,8.497579065211307,1015.6082983487265,0.0,1.3042953025677808,10.40654911838791
2023-01-01 17:00:00,9.627926869577404,16.89110384970614,1013.9792037923316,0.0,87.69377958142863,310.5141868799951,87.22709601177327,238.70246062495875,14.5019389129032,197.4285923936995,4.93425027047714,-0.9659258262890684,-0.2588190451025206,0.0,1.0,2.723,76.2858942065491,17.337909319899243,7.986230058774141,1015.5929051217463,0.0,1.5,9.351679261125103
