valid_time,d2m,t2m,latitude,longitude
2023-01-01 00:00:00,274.40222,280.1172,42.700000000001175,-2.899999999987358
2023-01-01 01:00:00,274.49554,279.9679,42.700000000001175,-2.899999999987358
2023-01-01 02:00:00,274.55933,279.70145,42.700000000001175,-2.899999999987358
2023-01-01 03:00:00,274.7402,279.49396,42.700000000001175,-2.899999999987358
2023-01-01 04:00:00,274.9404,279.33948,42.700000000001175,-2.899999999987358
2023-01-01 05:00:00,275.05792,279.2785,42.700000000001175,-2.899999999987358
2023-01-01 06:00:00,275.0749,279.26898,42.700000000001175,-2.899999999987358
2023-01-01 07:00:00,274.8152,279.79657,42.700000000001175,-2.899999999987358
2023-01-01 08:00:00,274.90955,280.19476,42.700000000001175,-2.899999999987358
2023-01-01 09:00:00,275.6933,281.8874,42.700000000001175,-2.899999999987358
2023-01-01 10:00:00,276.8584,284.90112,42.700000000001175,-2.899999999987358
2023-01-01 11:00:00,276.934,286.78305,42.700000000001175,-2.899999999987358
2023-01-01 12:00:00,276.94067,288.03455,42.700000000001175,-2.899999999987358
2023-01-01 13:00:00,277.32733,288.82974,42.700000000001175,-2.899999999987358
2023-01-01 14:00:00,277.88245,289.56628,42.700000000001175,-2.899999999987358
2023-01-01 15:00:00,277.463,289.66928,42.700000000001175,-2.899999999987358
2023-01-01 16:00:00,276.50073,288.95602,42.700000000001175,-2.899999999987358
2023-01-01 17:00:00,275.46332,287.4248,42.700000000001175,-2.899999999987358
2023-01-01 18:00:00,275.16168,285.80582,42.700000000001175,-2.899999999987358
2023-01-01 19:00:00,273.60724,284.27652,42.700000000001175,-2.899999999987358
2023-01-01 20:00:00,273.80862,282.83032,42.700000000001175,-2.899999999987358
2023-01-01 21:00:00,274.53912,281.66748,42.700000000001175,-2.899999999987358
2023-01-01 22:00:00,274.15204,282.87772,42.700000000001175,-2.899999999987358
2023-01-01 23:00:00,274.38525,283.1091,42.700000000001175,-2.899999999987358
2023-01-02 00:00:00,276.4203,280.8361,42.700000000001175,-2.899999999987358
2023-01-02 01:00:00,278.01642,280.5912,42.700000000001175,-2.899999999987358
2023-01-02 02:00:00,278.78503,280.7868,42.700000000001175,-2.899999999987358
2023-01-02 03:00:00,279.14856,280.71722,42.700000000001175,-2.899999999987358
2023-01-02 04:00:00,279.56226,281.17664,42.700000000001175,-2.899999999987358
2023-01-02 05:00:00,279.3679,282.01398,42.700000000001175,-2.899999999987358
2023-01-02 06:00:00,279.92764,281.41858,42.700000000001175,-2.899999999987358
