valid_time,sp,tp,latitude,longitude
2023-01-01 00:00:00,97696.266,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 01:00:00,97668.09,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 02:00:00,97656.33,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 03:00:00,97638.49,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 04:00:00,97615.54,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 05:00:00,97576.95,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 06:00:00,97571.39,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 07:00:00,97627.91,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 08:00:00,97653.41,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 09:00:00,97663.0,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 10:00:00,97674.53,3.427267e-07,41.70000000000116,-0.5999999999867214
2023-01-01 11:00:00,97634.55,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 12:00:00,97544.266,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 13:00:00,97448.664,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 14:00:00,97386.914,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 15:00:00,97346.07,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 16:00:00,97332.72,-1.4901161e-08,41.70000000000116,-0.5999999999867214
2023-01-01 17:00:00,97340.555,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 18:00:00,97357.69,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 19:00:00,97324.8,8.523464e-07,41.70000000000116,-0.5999999999867214
2023-01-01 20:00:00,97334.12,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 21:00:00,97364.2,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 22:00:00,97388.766,0.0,41.70000000000116,-0.5999999999867214
2023-01-01 23:00:00,97375.836,0.00011467934,41.70000000000116,-0.5999999999867214
2023-01-02 00:00:00,97365.22,0.00041422248,41.70000000000116,-0.5999999999867214
2023-01-02 01:00:00,97355.5,1.857616e-05,41.70000000000116,-0.5999999999867214
2023-01-02 02:00:00,97347.71,7.791072e-05,41.70000000000116,-0.5999999999867214
2023-01-02 03:00:00,97366.07,7.3490664e-05,41.70000000000116,-0.5999999999867214
2023-01-02 04:00:00,97369.18,0.00011825189,41.70000000000116,-0.5999999999867214
2023-01-02 05:00:00,97369.67,8.808449e-05,41.70000000000116,-0.5999999999867214
2023-01-02 06:00:00,97399.164,1.4543533e-05,41.70000000000116,-0.5999999999867214
2023-01-02 07:00:00,97499.78,2.4452806e-05,41.70000000000116,-0.5999999999867214
2023-01-02 08:00:00,97575.47,0.0,41.70000000000116,-0.5999999999867214
2023-01-02 09:00:00,97636.125,0.0,41.70000000000116,-0.5999999999867214
2023-01-02 10:00:00,97680.97,2.682209e-07,41.70000000000116,-0.5999999999867214
2023-01-02 11:00:00,97680.516,0.0,41.70000000000116,-0.5999999999867214
2023-01-02 12:00:00,97623.09,0.0,41.70000000000116,-0.5999999999867214
2023-01-02 13:00:00,97586.37,6.738305e-05,41.70000000000116,-0.5999999999867214
2023-01-02 14:00:00,97560.17,6.903708e-05,41.70000000000116,-0.5999999999867214
2023-01-02 15:00:00,97573.336,0.0,41.70000000000116,-0.5999999999867214
2023-01-02 16:00:00,97583.38,0.0,41.70000000000116,-0.5999999999867214
2023-01-02 17:00:00,97644.25,4.3510227e-07,41.70000000000116,-0.5999999999867214
2023-01-02 18:00:00,97688.1,0.0,41.70000000000116,-0.5999999999867214
2023-01-02 19:00:00,97750.01,0.0,41.70000000000116,-0.5999999999867214
2023-01-02 20:00:00,97750.39,0.0,41.70000000000116,-0.5999999999867214
2023-01-02 21:00:00,97785.5,0.0,41.70000000000116,-0.5999999999867214
2023-01-02 22:00:00,97806.14,0.0,41.70000000000116,-0.5999999999867214
2023-01-02 23:00:00,97829.82,0.0,41.70000000000116,-0.5999999999867214
2023-01-03 00:00:00,97828.7,0.0,41.70000000000116,-0.5999999999867214
2023-01-03 01:00:00,97835.48,0.0,41.70000000000116,-0.5999999999867214
2023-01-03 02:00:00,97851.414,0.0,41.70000000000116,-0.5999999999867214
